x,y
1.0,-0.013489913652989918
1.002002002002002,-0.013354897849502223
1.004004004004004,-0.013218346329819683
1.006006006006006,-0.013080241869286661
1.008008008008008,-0.012940567055653697
1.01001001001001,-0.012799304287163787
1.012012012012012,-0.012656435770622178
1.014014014014014,-0.01251194351944965
1.016016016016016,-0.012365809351719137
1.018018018018018,-0.012218014888175739
1.02002002002002,-0.012068541550239812
1.022022022022022,-0.011917370557993428
1.024024024024024,-0.011764482928149862
1.026026026026026,-0.011609859472006238
1.028028028028028,-0.011453480793379104
1.03003003003003,-0.011295327286523006
1.032032032032032,-0.011135379134032071
1.034034034034034,-0.010973616304724319
1.0360360360360361,-0.010810018551508909
1.038038038038038,-0.010644565409236244
1.04004004004004,-0.010477236192530581
1.042042042042042,-0.010308009993605633
1.044044044044044,-0.010136865680062713
1.0460460460460461,-0.009963781892671539
1.048048048048048,-0.009788737043133804
1.05005005005005,-0.009611709311829107
1.052052052052052,-0.009432676645543696
1.054054054054054,-0.009251616755181744
1.0560560560560561,-0.009068507113459068
1.058058058058058,-0.008883324952579572
1.06006006006006,-0.008696047261894133
1.062062062062062,-0.008506650785542032
1.064064064064064,-0.00831511202007501
1.0660660660660661,-0.008121407212063832
1.068068068068068,-0.007925512355687534
1.07007007007007,-0.007727403190305033
1.072072072072072,-0.007527055198009596
1.074074074074074,-0.007324443601165832
1.0760760760760761,-0.007119543359929346
1.078078078078078,-0.006912329169749272
1.08008008008008,-0.0067027754588532135
1.082082082082082,-0.006490856385715338
1.084084084084084,-0.006276545836507191
1.0860860860860861,-0.0060598174225313
1.088088088088088,-0.005840644477637994
1.09009009009009,-0.005619000055625083
1.092092092092092,-0.0053948569276206886
1.0940940940940942,-0.0051681875794493265
1.0960960960960962,-0.004938964208981392
1.098098098098098,-0.004707158723465707
1.1001001001001,-0.004472742736845899
1.102102102102102,-0.0042356875670602374
1.1041041041041042,-0.003995964233325145
1.1061061061061062,-0.0037535434534027856
1.1081081081081081,-0.0035083956408522403
1.11011011011011,-0.003260490902265139
1.112112112112112,-0.003009799034485495
1.1141141141141142,-0.0027562895218137817
1.1161161161161162,-0.0024999315331958524
1.1181181181181181,-0.002240693919396443
1.12012012012012,-0.001978545210157636
1.122122122122122,-0.0017134536113425462
1.1241241241241242,-0.0014453870020642266
1.1261261261261262,-0.0011743129318003698
1.1281281281281281,-0.0009001986174933078
1.13013013013013,-0.0006230109406364821
1.132132132132132,-0.0003427164443468682
1.1341341341341342,-5.9281330424060946e-05
1.1361361361361362,0.00022732854360407034
1.1381381381381381,0.0005171476674486301
1.14014014014014,0.0008102108810395109
1.142142142142142,0.0011065533775178812
1.1441441441441442,0.0014062107062405883
1.1461461461461462,0.0017092187757961827
1.1481481481481481,0.0020156138570328816
1.15015015015015,0.0023254325860971106
1.1521521521521523,0.0026387119674831545
1.1541541541541542,0.002955489377092786
1.1561561561561562,0.003275802565305505
1.1581581581581581,0.0035996896600577616
1.16016016016016,0.003927189169931702
1.1621621621621623,0.004258339987252637
1.1641641641641642,0.004593181391194589
1.1661661661661662,0.004931753050894203
1.1681681681681682,0.005274095028571596
1.17017017017017,0.005620247782658214
1.1721721721721723,0.005970252170931393
1.1741741741741742,0.006324149453654351
1.1761761761761762,0.0066819812967219006
1.1781781781781782,0.0070437897748109116
1.1801801801801801,0.007409617374534841
1.1821821821821823,0.007779506997602138
1.1841841841841843,0.00815350196397737
1.1861861861861862,0.008531646015045323
1.1881881881881882,0.008913983316776397
1.1901901901901901,0.009300558462893266
1.1921921921921923,0.009691416478038166
1.1941941941941943,0.010086602820939601
1.1961961961961962,0.010486163387578455
1.1981981981981982,0.010890144514352183
1.2002002002002001,0.011298592981236484
1.2022022022022023,0.011711556014943919
1.2042042042042043,0.012129081292078209
1.2062062062062062,0.012551216942283963
1.2082082082082082,0.012978011551390507
1.2102102102102101,0.013409514164549087
1.2122122122122123,0.013845774289362636
1.2142142142142143,0.014286841899007037
1.2162162162162162,0.014732767435343366
1.2182182182182182,0.01518360181201929
1.2202202202202201,0.015639396417559633
1.2222222222222223,0.016100203118444366
1.2242242242242243,0.016566074262173054
1.2262262262262262,0.017037062680315462
1.2282282282282282,0.01751322169154601
1.2302302302302301,0.01799460510466181
1.2322322322322323,0.01848126722158301
1.2342342342342343,0.018973262840333772
1.2362362362362362,0.0194706472580036
1.2382382382382382,0.019973476273686827
1.2402402402402402,0.020481806191399436
1.2422422422422423,0.020995693822972172
1.2442442442442443,0.021515196490917834
1.2462462462462462,0.0220403720312725
1.2482482482482482,0.022571278796408252
1.2502502502502502,0.023107975657816596
1.2522522522522523,0.023650522008860857
1.2542542542542543,0.024198977767496146
1.2562562562562563,0.02475340337895575
1.2582582582582582,0.02531385981840143
1.2602602602602602,0.025880408593537213
1.2622622622622623,0.026453111747184253
1.2642642642642643,0.027032031859815057
1.2662662662662663,0.027617232052046546
1.2682682682682682,0.028208775987088493
1.2702702702702702,0.028806727873146844
1.2722722722722724,0.029411152465779883
1.2742742742742743,0.030022115070204754
1.2762762762762763,0.03063968154355362
1.2782782782782782,0.0312639182970766
1.2802802802802802,0.03189489229828966
1.2822822822822824,0.032532671073066156
1.2842842842842843,0.03317732270766886
1.2862862862862863,0.03382891585072182
1.2882882882882882,0.03448751971511867
1.2902902902902902,0.035153204079865934
1.2922922922922924,0.035826039291858985
1.2942942942942943,0.036506096267588266
1.2962962962962963,0.037193446494774206
1.2982982982982982,0.037888162033927295
1.3003003003003002,0.038590315519832205
1.3023023023023024,0.03929998016295286
1.3043043043043043,0.04001722975075575
1.3063063063063063,0.040742138648950585
1.3083083083083082,0.04147478180264355
1.3103103103103102,0.042215234737402046
1.3123123123123124,0.04296357356022837
1.3143143143143143,0.04371987496043847
1.3163163163163163,0.04448421621044478
1.3183183183183182,0.04525667516643905
1.3203203203203202,0.046037330268972665
1.3223223223223224,0.046826260543432446
1.3243243243243243,0.04762354560040759
1.3263263263263263,0.048429265635946586
1.3283283283283283,0.049243501431699685
1.3303303303303302,0.05006633435494459
1.3323323323323324,0.05089784635849222
1.3343343343343343,0.051738119980469344
1.3363363363363363,0.05258723834397555
1.3383383383383383,0.05344528515661007
1.3403403403403402,0.054312344709866706
1.3423423423423424,0.05518850187839268
1.3443443443443444,0.05607384211910775
1.3463463463463463,0.05696845147018213
1.3483483483483483,0.05787241654986727
1.3503503503503502,0.05878582455517756
1.3523523523523524,0.05970876326041967
1.3543543543543544,0.06064132101556452
1.3563563563563563,0.061583586744460406
1.3583583583583583,0.06253564994288176
1.3603603603603602,0.06349760067641068
1.3623623623623624,0.06446952957814792
1.3643643643643644,0.06545152784624846
1.3663663663663663,0.0664436872412794
1.3683683683683685,0.06744610008339516
1.3703703703703702,0.0684588592493257
1.3723723723723724,0.06948205816917664
1.3743743743743744,0.07051579082303258
1.3763763763763763,0.07156015173736513
1.3783783783783785,0.07261523598123697
1.3803803803803802,0.07368113916230028
1.3823823823823824,0.0747579574225865
1.3843843843843844,0.07584578743407847
1.3863863863863863,0.07694472639406792
1.3883883883883885,0.0780548720202879
1.3903903903903903,0.07917632254581834
1.3923923923923924,0.08030917671376295
1.3943943943943944,0.08145353377168706
1.3963963963963963,0.08260949346581917
1.3983983983983985,0.08377715603500682
1.4004004004004003,0.08495662220442399
1.4024024024024024,0.08614799317902755
1.4044044044044044,0.08735137063675413
1.4064064064064064,0.08856685672145793
1.4084084084084085,0.08979455403558152
1.4104104104104105,0.09103456563255595
1.4124124124124124,0.09228699500892747
1.4144144144144144,0.0935519460962041
1.4164164164164164,0.09482952325241883
1.4184184184184185,0.09611983125340483
1.4204204204204205,0.0974229752837777
1.4224224224224224,0.09873906092762201
1.4244244244244244,0.10006819415887454
1.4264264264264264,0.1014104813314032
1.4284284284284285,0.10276602916877477
1.4304304304304305,0.10413494475370756
1.4324324324324325,0.10551733551720625
1.4344344344344344,0.10691330922737162
1.4364364364364364,0.10832297397788283
1.4384384384384385,0.10974643817614778
1.4404404404404405,0.11118381053111563
1.4424424424424425,0.11263520004074971
1.4444444444444444,0.11410071597915432
1.4464464464464464,0.11558046788335176
1.4484484484484486,0.11707456553970665
1.4504504504504505,0.11858311896999081
1.4524524524524525,0.1201062384170881
1.4544544544544544,0.12164403433033173
1.4564564564564564,0.12319661735047217
1.4584584584584586,0.12476409829427086
1.4604604604604605,0.12634658813871602
1.4624624624624625,0.12794419800485768
1.4644644644644644,0.1295570391412561
1.4664664664664664,0.13118522290704204
1.4684684684684686,0.13282886075458428
1.4704704704704705,0.13448806421176035
1.4724724724724725,0.13616294486382974
1.4744744744744744,0.13785361433490229
1.4764764764764764,0.1395601842690018
1.4784784784784786,0.141282766310721
1.4804804804804805,0.14302147208546284
1.4824824824824825,0.14477641317926992
1.4844844844844844,0.146547701118234
1.4864864864864864,0.14833544734748627
1.4884884884884886,0.15013976320976613
1.4904904904904905,0.15196075992356278
1.4924924924924925,0.15379854856083314
1.4944944944944945,0.15565324002428843
1.4964964964964964,0.1575249450242508
1.4984984984984986,0.1594137740550779
1.5005005005005005,0.1613198373711523
1.5025025025025025,0.16324324496243842
1.5045045045045045,0.1651841065295998
1.5065065065065064,0.16714253145868163
1.5085085085085086,0.16911862879535455
1.5105105105105106,0.17111250721871868
1.5125125125125125,0.1731242750146718
1.5145145145145145,0.17515404004883606
1.5165165165165164,0.17720190973904643
1.5185185185185186,0.17926799102740243
1.5205205205205206,0.1813523903518794
1.5225225225225225,0.1834552136175055
1.5245245245245245,0.185576566167102
1.5265265265265264,0.1877165527515881
1.5285285285285286,0.18987527749985533
1.5305305305305306,0.19205284388820815
1.5325325325325325,0.19424935470937948
1.5345345345345345,0.19646491204111766
1.5365365365365364,0.19869961721435037
1.5385385385385386,0.20095357078093
1.5405405405405406,0.2032268724809596
1.5425425425425425,0.2055196212097088
1.5445445445445445,0.2078319149841189
1.5465465465465464,0.21016385090890344
1.5485485485485486,0.21251552514224992
1.5505505505505506,0.21488703286112504
1.5525525525525525,0.21727846822619323
1.5545545545545547,0.21968992434634926
1.5565565565565564,0.2221214932428734
1.5585585585585586,0.2245732658132193
1.5605605605605606,0.22704533179443143
1.5625625625625625,0.22953777972621253
1.5645645645645647,0.23205069691363794
1.5665665665665665,0.2345841693895287
1.5685685685685686,0.23713828187649671
1.5705705705705706,0.23971311774865894
1.5725725725725725,0.24230875899304433
1.5745745745745747,0.2449252861706917
1.5765765765765765,0.2475627783774536
1.5785785785785786,0.2502213132045196
1.5805805805805806,0.2529009666986597
1.5825825825825826,0.2556018133222135
1.5845845845845847,0.25832392591282494
1.5865865865865865,0.26106737564293947
1.5885885885885886,0.2638322319790805
1.5905905905905906,0.26661856264090766
1.5925925925925926,0.2694264335600829
1.5945945945945947,0.2722559088389496
1.5965965965965965,0.275107050709041
1.5985985985985987,0.2779799194894394
1.6006006006006006,0.28087457354498735
1.6026026026026026,0.2837910692443849
1.6046046046046047,0.2867294609181737
1.6066066066066065,0.2896898008166312
1.6086086086086087,0.292672139067597
1.6106106106106106,0.29567652363423547
1.6126126126126126,0.298703000272769
1.6146146146146148,0.3017516124901877
1.6166166166166165,0.30482240150195994
1.6186186186186187,0.30791540618976654
1.6206206206206206,0.3110306630592668
1.6226226226226226,0.3141682061979331
1.6246246246246248,0.3173280672329601
1.6266266266266265,0.3205102752892765
1.6286286286286287,0.3237148569476848
1.6306306306306306,0.32694183620313794
1.6326326326326326,0.3301912344231921
1.6346346346346348,0.3334630703066444
1.6366366366366365,0.3367573598423849
1.6386386386386387,0.34007411626849005
1.6406406406406406,0.34341335003156853
1.6426426426426426,0.34677506874640135
1.6446446446446448,0.35015927715588613
1.6466466466466465,0.3535659770913155
1.6486486486486487,0.3569951674330219
1.6506506506506506,0.36044684407139743
1.6526526526526526,0.36392099986833454
1.6546546546546548,0.3674176246190991
1.6566566566566565,0.37093670501466547
1.6586586586586587,0.37447822460454916
1.6606606606606606,0.37804216376014566
1.6626626626626626,0.3816284996386237
1.6646646646646648,0.3852372061473846
1.6666666666666665,0.38886825390911806
1.6686686686686687,0.3925216102274929
1.6706706706706707,0.39619723905349025
1.6726726726726726,0.3998951009524286
1.6746746746746748,0.40361515307169316
1.6766766766766765,0.4073573491092023
1.6786786786786787,0.4111216392826467
1.6806806806806807,0.4149079702995109
1.6826826826826826,0.41871628532792776
1.6846846846846848,0.42254652396837716
1.6866866866866865,0.4263986222262612
1.6886886886886887,0.4302725124853932
1.6906906906906907,0.43416812348240896
1.6926926926926926,0.4380853802821502
1.6946946946946948,0.44202420425403116
1.6966966966966965,0.4459845130494213
1.6986986986986987,0.4499662205800787
1.7007007007007007,0.4539692369976424
1.7027027027027026,0.45799346867423446
1.7047047047047048,0.4620388181841779
1.7067067067067065,0.46610518428686615
1.7087087087087087,0.4701924619108138
1.7107107107107107,0.4743005421388984
1.7127127127127126,0.478429312194839
1.7147147147147148,0.4825786554309196
1.7167167167167166,0.4867484513169875
1.7187187187187187,0.49093857543075614
1.7207207207207207,0.4951488994494203
1.7227227227227226,0.4993792911426258
1.7247247247247248,0.5036296143667988
1.7267267267267266,0.5078997290608636
1.7287287287287287,0.5121894912433752
1.7307307307307307,0.5164987530110704
1.7327327327327327,0.5208273625388762
1.7347347347347348,0.5251751640813804
1.7367367367367368,0.5295419979757859
1.7387387387387387,0.5339277006463715
1.7407407407407407,0.5383321046104658
1.7427427427427427,0.5427550384859577
1.7447447447447448,0.5471963270003545
1.7467467467467468,0.5516557910013996
1.7487487487487487,0.55613324746927
1.7507507507507507,0.5606285095303554
1.7527527527527527,0.5651413864726372
1.7547547547547548,0.5696716837626749
1.7567567567567568,0.5742192030642059
1.7587587587587588,0.5787837422583751
1.7607607607607607,0.5833650954655895
1.7627627627627627,0.5879630530690119
1.7647647647647648,0.5925774017396963
1.7667667667667668,0.5972079244633648
1.7687687687687688,0.6018544005688362
1.7707707707707707,0.6065166057580983
1.7727727727727727,0.6111943121380294
1.7747747747747749,0.6158872882537685
1.7767767767767768,0.6205952991237249
1.7787787787787788,0.6253181062762359
1.7807807807807807,0.6300554677878535
1.7827827827827827,0.6348071383232647
1.7847847847847849,0.639572869176834
1.7867867867867868,0.6443524083157555
1.7887887887887888,0.6491455004248172
1.7907907907907907,0.6539518869527507
1.7927927927927927,0.6587713061601644
1.7947947947947949,0.6636034931690447
1.7967967967967968,0.6684481800138048
1.7987987987987988,0.6733050956938764
1.8008008008008007,0.6781739662278132
1.8028028028028027,0.6830545147088972
1.8048048048048049,0.6879464613622249
1.8068068068068068,0.6928495236032485
1.8088088088088088,0.6977634160977598
1.810810810810811,0.7026878508232808
1.8128128128128127,0.7076225371318415
1.8148148148148149,0.7125671818141276
1.8168168168168168,0.7175214891649486
1.8188188188188188,0.7224851610500252
1.820820820820821,0.7274578969740455
1.8228228228228227,0.7324393941499651
1.8248248248248249,0.7374293475695315
1.8268268268268268,0.7424274500749732
1.8288288288288288,0.7474333924318514
1.830830830830831,0.7524468634030136
1.8328328328328327,0.757467549823624
1.834834834834835,0.7624951366772418
1.8368368368368369,0.7675293071728838
1.8388388388388388,0.7725697428230668
1.840840840840841,0.7776161235227607
1.8428428428428427,0.7826681276292246
1.844844844844845,0.7877254320426916
1.8468468468468469,0.7927877122878381
1.8488488488488488,0.7978546425960209
1.850850850850851,0.8029258959882185
1.8528528528528527,0.8080011443586393
1.854854854854855,0.81308005855896
1.8568568568568569,0.8181623084831273
1.8588588588588588,0.823247563152703
1.860860860860861,0.8283354908026858
1.8628628628628627,0.8334257589677699
1.864864864864865,0.8385180345690002
1.8668668668668669,0.8436119840007567
1.8688688688688688,0.8487072732180454
1.870870870870871,0.8538035678240258
1.8728728728728727,0.8589005331577342
1.874874874874875,0.8639978343819646
1.8768768768768769,0.8690951365712323
1.8788788788788788,0.8741921047998007
1.880880880880881,0.8792884042297014
1.8828828828828827,0.8843837001987035
1.884884884884885,0.8894776583081947
1.8868868868868869,0.8945699445109002
1.8888888888888888,0.89966022519842
1.890890890890891,0.9047481672885133
1.8928928928928928,0.909833438312089
1.894894894894895,0.9149157064998649
1.896896896896897,0.9199946408686219
1.8988988988988988,0.9250699113070368
1.900900900900901,0.9301411886610219
1.9029029029029028,0.9352081448185366
1.904904904904905,0.9402704527938279
1.906906906906907,0.9453277868110372
1.9089089089089089,0.9503798223871542
1.910910910910911,0.9554262364142502
1.9129129129129128,0.9604667072409555
1.914914914914915,0.9655009147531519
1.916916916916917,0.9705285404538052
1.9189189189189189,0.9755492675419347
1.920920920920921,0.98056278099065
1.9229229229229228,0.9855687676242267
1.924924924924925,0.9905669161941898
1.926926926926927,0.9955569174543454
1.9289289289289289,1.000538464234747
1.930930930930931,1.005511251514548
1.9329329329329328,1.0104749764937009
1.934934934934935,1.0154293386634898
1.936936936936937,1.0203740398758319
1.9389389389389389,1.0253087844113489
1.940940940940941,1.0302332790461532
1.9429429429429428,1.0351472331173308
1.944944944944945,1.0400503585870946
1.946946946946947,1.0449423701055658
1.9489489489489489,1.0498229850721807
1.950950950950951,1.054691923695676
1.9529529529529528,1.0595489090526393
1.954954954954955,1.0643936671446095
1.956956956956957,1.069225926953682
1.9589589589589589,1.0740454204966305
1.960960960960961,1.0788518828775022
1.9629629629629628,1.0836450523386745
1.964964964964965,1.0884246703103704
1.966966966966967,1.093190481458594
1.968968968968969,1.0979422337314972
1.970970970970971,1.102679678404146
1.9729729729729728,1.1074025701216836
1.974974974974975,1.1121106669408884
1.976976976976977,1.1168037303700933
